idNum,lat,long,policePrecinct,neighborhood
17-023130,44.93953,-93.27974,5,Lyndale
17-023140,44.99915292,-93.29335076,4,Near - North
17-023137,44.99155,-93.29821,4,Near - North
17-023150,45.02037902,-93.24734449,2,Audubon Park
17-023158,44.96269,-93.27656,5,Steven's Square - Loring Heights
17-023164,45.00591,-93.28799,4,Hawthorne
17-023198,44.94659,-93.2797,5,Lyndale
17-023243,44.98327666,-93.30970139,4,Harrison
17-023251,44.98530999,-93.30829176,4,Near - North
17-023253,44.93571562,-93.27507587,3,Central
17-023261,44.9915,-93.30069,4,Near - North
17-023266,44.98481322,-93.29410352,4,Near - North
17-023267,45.00690895,-93.30568301,4,Jordan
17-023268,44.98514784,-93.29607578,4,Near - North
17-023278,44.99228528,-93.3032038,4,Willard - Hay
17-023279,44.90609384,-93.27421274,3,Page
17-023284,44.94565123,-93.29831537,5,ECCO
17-023286,44.99361099,-93.30570782,4,Willard - Hay
17-023289,44.94666,-93.27665,5,Lyndale
17-023297,44.99578042,-93.30821605,4,Willard - Hay
17-023299,44.94835,-93.27538,5,Whittier
17-023301,44.92319,-93.29085,5,East Harriet
17-023303,45.03554366,-93.26120974,2,Columbia Park
17-023316,45.03554241,-93.26280181,2,Columbia Park
17-023339,44.97543284,-93.27342211,1,Downtown West
17-023344,45.04300637,-93.295320039999993,4,Lind - Bohanon
17-023345,45.01037758,-93.24735991,2,Holland
17-023351,44.97543284,-93.27342211,1,Downtown West
17-023354,45.01403406,-93.29180315,4,McKinley
17-023360,45.02574,-93.28808,4,Webber - Camden
17-023361,44.94836,-93.2881,5,Lowry Hill East
17-023363,44.94955167,-93.28134598,5,Whittier
17-023364,44.95553,-93.27964,5,Whittier
17-023368,44.94837,-93.2932,5,Lowry Hill East
17-023379,44.96637501,-93.27897347,1,Loring Park
17-023401,45.0068497,-93.29431515,4,Jordan
17-023409,44.9592,-93.27149,5,Whittier
17-023418,45.0167,-93.28929,4,McKinley
17-023434,44.96269,-93.27149,5,Whittier
17-023435,44.94663,-93.27793,5,Lyndale
17-023436,45.01673,-93.29307,4,McKinley
17-023439,45.01313,-93.29433,4,Hawthorne
17-023455,44.91881169,-93.26387636,3,Field
17-023465,45.01388443,-93.27012544,2,Marshall Terrace
17-023469,44.9796,-93.27483,1,Downtown West
17-023470,44.95859748,-93.24560883,3,East Phillips
17-023478,44.98698768,-93.30574436,4,Near - North
17-023487,44.94836088,-93.29510762,5,CARAG
17-023494,44.97429341,-93.223561,2,Prospect Park - East River Road
17-023503,44.97543284,-93.27342211,1,Downtown West
17-023510,44.98901,-93.25709,2,Nicollet Island - East Bank
17-023515,45.03440539,-93.30216181,4,Webber - Camden
17-023516,44.9474742,-93.29829195,5,ECCO
17-023517,44.97577,-93.27796,1,Downtown West
17-023525,44.94836293,-93.28873705,5,Lowry Hill East
17-023534,44.93409939,-93.28224671,5,King Field
17-023539,45.01856,-93.29559,4,Folwell
17-023541,44.97563254,-93.27237593,1,Downtown West
17-023544,44.98258,-93.23778,2,Marcy Holmes
17-023545,44.95194,-93.27661,5,Whittier
17-023554,44.96137613,-93.25233114,3,Ventura Village
17-023563,44.9027372,-93.27809735,5,Windom
17-023572,44.98027522,-93.24326654,2,Marcy Holmes
17-023581,44.9213769,-93.28896589,5,East Harriet
17-023591,44.94955167,-93.28134598,5,Whittier
17-023593,44.92998453,-93.30778265,5,Linden Hills
17-023597,44.99871,-93.25626,2,St. Anthony East
17-023599,44.96005057,-93.27021106,5,Whittier
17-023608,44.94474,-93.2797,5,Lyndale
17-023609,44.89233264,-93.2800254,5,Windom
17-023623,44.98104,-93.23717,2,Marcy Holmes
17-023628,44.98408372,-93.24480127,2,Marcy Holmes
17-023640,44.91694999,-93.27540908,5,Tangletown
17-023643,44.91720207,-93.23343825,3,Ericsson
17-023645,44.98271,-93.24132,2,Marcy Holmes
17-023662,44.98145779,-93.24143329,2,Marcy Holmes
17-023670,45.00591,-93.28799,4,Hawthorne
17-023675,44.94751267,-93.26520773,3,Central
17-023687,44.95195,-93.26264,3,Phillips West
17-023688,44.94667,-93.26392,3,Central
17-023712,45.02393,-93.28654,4,McKinley
17-023713,44.95552673,-93.27595486,5,Whittier
17-023716,44.94836613,-93.28745858,5,Lyndale
17-023730,45.0131,-93.28928,4,McKinley
17-023731,44.94835,-93.26522,3,Phillips West
17-023739,44.96002151,-93.29437459,5,East Isles
17-023769,44.98356,-93.23698,2,Marcy Holmes
17-023778,44.94225973,-93.27406863,3,Central
17-023779,44.97486982,-93.27210446,1,Downtown West
17-023791,44.94835,-93.26903,3,Central
17-023795,44.99915,-93.29412,4,Jordan
17-023813,44.94866349,-93.31720819,5,Cedar - Isles - Dean
17-023840,44.98383787,-93.24093631,2,Marcy Holmes
17-023842,44.98104,-93.23717,2,Marcy Holmes
17-023847,44.96574682,-93.27275983,5,Steven's Square - Loring Heights
17-023850,45.01049244,-93.23716445,2,Windom Park
17-023853,45.00387,-93.3082,4,Jordan
17-023856,44.989595,-93.25222183,2,Marcy Holmes
17-023859,44.97246694,-93.22261928,2,Prospect Park - East River Road
17-023865,44.94654401,-93.26074383,3,Powderhorn Park
17-023872,44.96179378,-93.27652414,5,Whittier
17-023891,45.02857219,-93.26417155,2,Columbia Park
17-023897,44.98145779,-93.24143329,2,Marcy Holmes
17-023907,45.0009,-93.26308,2,Sheridan
17-023910,44.9483642,-93.29001302,5,CARAG
17-023911,44.93321523,-93.24099773,3,Standish
17-023916,44.9304682,-93.28373918,5,King Field
17-023921,45.01759788,-93.2880285,4,McKinley
17-023925,44.97918668,-93.27310907,1,Downtown West
17-023928,45.00746,-93.2631,2,Holland
17-023934,44.98043108,-93.23400904,2,Marcy Holmes
17-023938,44.97962594,-93.27249909,1,Downtown West
17-023943,44.96273178,-93.2531349,3,Ventura Village
17-023959,44.94138,-93.26894,3,Central
17-023965,45.00482,-93.29411,4,Jordan
17-023971,44.97535,-93.2717,1,Downtown West
17-023975,45.01143,-93.30697,4,Jordan
17-023986,44.95807763,-93.30618582,5,Kenwood
17-023989,45.00862118,-93.28925999,4,Hawthorne
17-023993,44.99916,-93.29564,4,Near - North
17-023995,44.99876,-93.30695,4,Willard - Hay
17-023996,44.99874,-93.30192,4,Willard - Hay
17-024002,45.00596,-93.29683,4,Jordan
17-024024,45.03761691,-93.28883959,4,Lind - Bohanon
17-024031,45.00261,-93.29564,4,Jordan
17-024062,44.98876,-93.25328,2,Nicollet Island - East Bank
17-024063,45.00307,-93.26767,2,Sheridan
17-024076,45.02849153,-93.28540068,4,Webber - Camden
17-024077,44.96271,-93.25966,3,Ventura Village
17-024087,44.99059354,-93.30195912,4,Near - North
17-024090,44.99023548,-93.30070211,4,Near - North
17-024094,45.00024005,-93.29028844,4,Hawthorne
17-024101,44.99953522,-93.3006112,4,Willard - Hay
17-024105,44.96284,-93.25108,3,Ventura Village
17-024133,44.94665979,-93.27729199,5,Lyndale
17-024153,44.96487113,-93.28802078,1,Loring Park
17-024158,44.95554,-93.24313,3,Longfellow
17-024174,45.00553004,-93.25246616,2,Logan Park
17-024185,44.92688763,-93.2759794,5,King Field
17-024189,44.98694426,-93.25196839,2,Marcy Holmes
17-024204,44.96269,-93.27941,5,Whittier
17-024207,44.99031,-93.28058,1,North Loop
17-024223,44.96269,-93.26766,3,Ventura Village
17-024227,45.01861,-93.30191,4,Folwell
17-024226,45.00602,-93.30821,4,Jordan
17-024234,44.95195031,-93.28870928,5,Lowry Hill East
17-024236,44.99149,-93.23589,2,Como
17-024256,44.95554,-93.28551,5,Whittier
17-024290,44.98547,-93.24827,2,Marcy Holmes
17-024303,44.99096887,-93.24776915,2,Marcy Holmes
17-024320,44.91058,-93.28379,5,Tangletown
17-024342,45.00783,-93.30821,4,Jordan
17-024350,45.00073651,-93.26812247,2,Sheridan
17-024360,45.00592785,-93.24674276,2,Northeast Park
17-024362,44.98623,-93.25344,2,Marcy Holmes
17-024363,44.93141199,-93.23592672,3,Standish
17-024377,44.94135885,-93.27341336,3,Central
17-024392,44.9162902,-93.21298722,3,Hiawatha
17-024417,44.95195,-93.28426,5,Whittier
17-024431,44.9657414,-93.26255294,1,Elliot Park
17-024449,44.99871,-93.25753,2,Sheridan
17-024451,44.96806,-93.2651,1,Elliot Park
17-024458,44.9987,-93.26325,2,St. Anthony West
17-024459,44.95075,-93.28133,5,Whittier
17-024523,44.95007,-93.25376,3,Midtown Phillips
17-024526,44.95032753,-93.28216497,5,Whittier
17-024537,44.97893,-93.28153,1,North Loop
17-024540,44.94920528,-93.2880931,5,Lowry Hill East
17-024544,44.9897,-93.30573,4,Near - North
17-024564,45.00596,-93.29683,4,Jordan
17-024571,44.94292,-93.27971,5,Lyndale
17-024575,44.97512074,-93.28323538,1,North Loop
17-024580,45.01316,-93.27173,2,Bottineau
17-024586,44.98998637,-93.25775652,2,Nicollet Island - East Bank
17-024593,44.98872316,-93.25423627,2,Nicollet Island - East Bank
17-024615,44.90456457,-93.27809288,5,Tangletown
17-024621,44.9794259,-93.26270723,1,Downtown West
17-024623,45.00140437,-93.24733183,2,Logan Park
17-024632,45.00938986,-93.24736666,2,Holland
17-024634,45.01296,-93.28802,4,McKinley
17-024636,44.97362151,-93.22639333,2,Prospect Park - East River Road
17-024663,44.94958302,-93.27664165,5,Whittier
17-024669,44.95015004,-93.27536654,5,Whittier
17-024670,44.94837,-93.24488,3,Corcoran
17-024679,44.96179589,-93.27274189,5,Whittier
17-024680,45.01316196,-93.25276672,2,Holland
17-024693,44.93488239,-93.26250258,3,Central
17-024697,44.95099896,-93.2880785,5,Whittier
17-024699,44.99871151,-93.25054838,2,St. Anthony East
17-024704,44.9784072,-93.27881908,1,Downtown West
17-024713,44.96523,-93.27781,5,Steven's Square - Loring Heights
17-024720,45.02041466,-93.2722217,2,Marshall Terrace
17-024724,45.01316255,-93.24822607,2,Holland
17-024726,45.00411164,-93.24735181,2,Logan Park
17-024728,44.97189,-93.26353,1,Elliot Park
17-024727,44.94837,-93.25378,3,Powderhorn Park
17-024731,44.98425662,-93.28983271,4,Sumner - Glenwood
17-024734,44.98756004,-93.28203133,1,North Loop
17-024742,44.96180077,-93.2778187,5,Whittier
17-024749,44.94137,-93.27021,3,Central
17-024751,44.98998899,-93.28012126,1,North Loop
17-024752,45.006,-93.30441,4,Jordan
17-024759,44.94925,-93.31542,5,Cedar - Isles - Dean
17-024760,44.95194144,-93.27725421,5,Whittier
17-024765,44.95194,-93.27152,3,Phillips West
17-024771,45.01052688,-93.30696213,4,Jordan
17-024774,45.00202652,-93.28181952,4,Hawthorne
17-024779,44.95553285,-93.27722846,5,Whittier
17-024782,44.91053523,-93.27779543,5,Tangletown
17-024791,44.90146,-93.2883,5,Kenny
17-024792,44.89340449,-93.26909509,3,Diamond Lake
17-024795,44.96091833,-93.29227644,5,Lowry Hill East
17-024797,45.01316755,-93.26388946,2,Bottineau
17-024798,45.02223512,-93.23903289,2,Audubon Park
17-024800,44.99911093,-93.28184224,4,Hawthorne
17-024803,44.96269,-93.26895,3,Ventura Village
17-024807,45.01906485,-93.2814859,4,McKinley
17-024808,45.00592785,-93.24674276,2,Northeast Park
17-024814,44.9915029,-93.30508811,4,Willard - Hay
17-024817,45.01586846,-93.24734023,2,Audubon Park
17-024823,44.94748586,-93.28938825,5,CARAG
17-024828,45.00389,-93.2701,2,Sheridan
17-024838,44.9987056,-93.26090242,2,St. Anthony West
17-024852,45.01316,-93.26619,2,Bottineau
17-024853,45.00202652,-93.28181952,4,Hawthorne
17-024861,45.00963,-93.30696,4,Jordan
17-024876,45.00790774,-93.25004061,2,Holland
17-024878,44.98329007,-93.27192694,1,Downtown West
17-024883,44.94474,-93.24062,3,Corcoran
17-024887,44.97191314,-93.2745023,1,Downtown West
17-024896,44.98246907,-93.27195424,1,Downtown West
17-024905,45.01152123,-93.2491276,2,Holland
17-024916,45.00312776,-93.28338604,4,Hawthorne
17-024921,44.93515648,-93.31588999,5,Linden Hills
17-024927,45.01266922,-93.26312291,2,Holland
17-024929,44.94575836,-93.27538238,5,Lyndale
17-024931,44.9833096,-93.27077411,1,Downtown West
17-024933,44.98098175,-93.23538811,2,Marcy Holmes
17-024939,44.94748459,-93.28810737,5,Lyndale
17-024940,45.02152013,-93.26273756,2,Marshall Terrace
17-024943,44.98720974,-93.28094392,1,North Loop
17-024944,44.95009,-93.25757,3,Midtown Phillips
17-024958,44.99928237,-93.24731078,2,Logan Park
17-024962,44.99580871,-93.28156575,4,Near - North
17-024972,44.94836,-93.27792,5,Lyndale
17-024978,45.00086024,-93.28182113,4,Hawthorne
17-024997,44.9884085,-93.2692736,1,North Loop
17-024998,44.98410698,-93.27273641,1,Downtown West
17-025001,45.01087,-93.24735,2,Windom Park
17-025006,45.01316662,-93.25974879,2,Holland
17-025009,44.94497,-93.2741,3,Central
17-025021,44.99925644,-93.26614552,2,Sheridan
17-025028,45.01316792,-93.26095379,2,Holland
17-025031,45.0037,-93.29105,4,Hawthorne
17-025036,44.92053032,-93.27924676,5,King Field
17-025052,44.93869726,-93.22166778,3,Howe
17-025062,44.97965842,-93.26343782,1,Downtown West
17-025072,44.94837,-93.24741,3,Powderhorn Park
17-025075,45.05022719,-93.29279455,4,Lind - Bohanon
17-025076,44.98168306,-93.26963572,1,Downtown West
17-025084,44.98551584,-93.27857262,1,North Loop
17-025090,44.95464543,-93.29315056,5,Lowry Hill East
17-025095,44.99460336,-93.28284739,4,Near - North
17-025099,44.93682774,-93.27791461,5,King Field
17-025103,45.01906132,-93.28196639,4,McKinley
17-025106,45.02120951,-93.28652103,4,McKinley
17-025119,44.95375,-93.24864,3,East Phillips
17-025134,44.96521,-93.27658,5,Steven's Square - Loring Heights
17-025137,44.9483642,-93.29001302,5,CARAG
17-025151,45.01406482,-93.24911926,2,Holland
17-025164,44.96091,-93.26257,3,Ventura Village
17-025169,44.96269638,-93.28208,5,Whittier
17-025172,44.90526662,-93.25565127,3,Hale
17-025183,44.97447173,-93.25115192,1,Downtown East
17-025187,44.96225,-93.23459,3,Seward
17-025189,44.98749774,-93.25336333,2,Marcy Holmes
17-025194,44.99488613,-93.24842921,2,Marcy Holmes
17-025208,44.96984,-93.27782,1,Loring Park
17-025220,44.96332683,-93.27781326,5,Steven's Square - Loring Heights
17-025272,44.97362151,-93.22639333,2,Prospect Park - East River Road
17-025277,44.96180224,-93.28546009,5,Whittier
17-025310,44.97143,-93.27491,1,Loring Park
17-025311,45.00025,-93.2941,4,Jordan
17-025313,44.99915292,-93.29335076,4,Near - North
17-025318,44.98287,-93.27252,1,Downtown West
17-025321,44.98830138,-93.3019668,4,Near - North
17-025325,44.97727716,-93.280241470000007,1,Downtown West
17-025332,44.92151,-93.26257,3,Regina
17-025335,44.89308447,-93.30362174,5,Kenny
17-025351,44.94405921,-93.27538713,5,Lyndale
17-025368,44.98909498,-93.31208683,4,Willard - Hay
17-025408,45.01314,-93.29558,4,Folwell
17-025418,45.00692262,-93.30821233,4,Jordan
17-025422,45.00596,-93.24101,2,Windom Park
17-025426,45.00593,-93.24737,2,Logan Park
17-025431,44.96269,-93.27781,5,Steven's Square - Loring Heights
17-025438,45.00688979,-93.301891,4,Jordan
17-025443,45.02391,-93.28264,4,Webber - Camden
17-025479,44.93592035,-93.2788352,5,King Field
17-025489,44.95100647,-93.25502157,3,Midtown Phillips
17-025503,44.9875,-93.25783,2,Nicollet Island - East Bank
17-025580,44.95913,-93.28803,5,Lowry Hill East
17-025581,44.94834712,-93.28052287,5,Whittier
17-025590,45.02408,-93.23968,2,Waite Park
17-025596,44.94213157,-93.27971932,5,Lyndale
17-025597,44.94834704,-93.27880784,5,Lyndale
17-025599,44.97758226,-93.2753473,1,Downtown West
17-025610,44.98080398,-93.27539625,1,Downtown West
17-025622,45.00864138,-93.29305018,4,Hawthorne
17-025651,45.01317,-93.26313,2,Holland
17-025672,44.96269,-93.26511,3,Ventura Village
17-025687,45.01498,-93.26315,2,Holland
17-025715,44.96799446,-93.28398089,1,Loring Park
17-025736,45.01317,-93.26035,2,Holland
17-025782,45.01316,-93.26619,2,Bottineau
17-025791,44.9572173,-93.24485196,3,East Phillips
17-025795,44.95912,-93.29438,5,East Isles
17-025817,45.04484821,-93.30925755,4,Shingle Creek
17-025850,44.95646,-93.24735,3,East Phillips
17-025856,44.98165497,-93.27196341,1,Downtown West
17-025866,44.95734,-93.2524,3,Midtown Phillips
17-025872,44.97957,-93.27257,1,Downtown West
17-025874,44.94661,-93.28812,5,Lyndale
17-025876,44.99807204,-93.29940304,4,Near - North
17-025877,44.94663,-93.27793,5,Lyndale
17-025881,44.94836,-93.25632,3,Powderhorn Park
17-025889,45.02046,-93.23174,2,Waite Park
17-025896,44.9223453,-93.27793595,5,King Field
17-025902,44.89969,-93.2781,5,Windom
17-025912,44.99577858,-93.29564279,4,Near - North
17-025911,44.95644126,-93.25497084,3,Midtown Phillips
17-025924,44.98762,-93.30198,4,Near - North
17-025925,44.97176,-93.30839,4,Bryn - Mawr
17-025926,44.94837,-93.24996,3,Powderhorn Park
17-025930,44.94837171,-93.23514707,3,Longfellow
17-025935,44.98447,-93.2982,4,Near - North
17-025947,44.95553,-93.27964,5,Whittier
17-025949,44.93954,-93.24737,3,Corcoran
17-025968,44.96393,-93.25542,3,Ventura Village
17-025972,44.94836,-93.25505,3,Midtown Phillips
17-025987,44.93956,-93.25876,3,Powderhorn Park
17-025989,45.00782,-93.30695,4,Jordan
17-025992,44.95373171,-93.27343428,5,Whittier
17-026003,44.9784072,-93.27881908,1,Downtown West
17-026006,44.94835183,-93.26839478,3,Central
17-026030,44.94837,-93.24869,3,Powderhorn Park
17-026047,44.92148,-93.23215,3,Ericsson
17-026053,44.89981794,-93.22589758,3,Wenonah
17-026055,45.01316,-93.26619,2,Bottineau
17-026070,45.01,-93.26158,2,Holland
17-026074,45.00524,-93.26025,2,Holland
17-026081,44.9474943,-93.2779272,5,Lyndale
17-026090,44.93140263,-93.27662269,5,King Field
17-026095,44.9359,-93.28436,5,King Field
17-026103,44.99155,-93.29821,4,Near - North
17-026113,44.95807763,-93.30618582,5,Kenwood
17-026122,44.91971,-93.24731,3,Northrop
17-026125,44.96945608,-93.26105094,1,Elliot Park
17-026131,44.96269,-93.2664,3,Ventura Village
17-026137,44.94835,-93.26903,3,Central
17-026143,44.94835,-93.27411,3,Central
17-026145,45.01311,-93.28183,4,Hawthorne
17-026167,44.96091889,-93.2937258,5,East Isles
17-026172,44.97996756,-93.27316614,1,Downtown West
17-026178,45.00307,-93.26309,2,Sheridan
17-026186,45.00411164,-93.24735181,2,Logan Park
17-026190,44.95284615,-93.25247076,3,Midtown Phillips
17-026216,44.96269,-93.27941,5,Whittier
17-026218,45.01672,-93.29181,4,McKinley
17-026223,45.01498,-93.25551,2,Holland
17-026227,44.96091,-93.27783,5,Whittier
17-026233,44.94837,-93.2525,3,East Phillips
17-026237,45.0231841,-93.31213496,4,Cleveland
17-026239,44.94836,-93.25632,3,Powderhorn Park
17-026254,44.97694447,-93.27819736,1,Downtown West
17-026258,44.96549,-93.23615,1,Cedar Riverside
17-026274,44.97728,-93.27007,1,Downtown West
17-026284,44.94920528,-93.2880931,5,Lowry Hill East
17-026293,44.99970197,-93.31205256,4,Willard - Hay
17-026303,44.95074,-93.27967,5,Whittier
17-026307,45.001989,-93.2524543,2,Logan Park
17-026311,45.02047,-93.31208,4,Cleveland
17-026317,44.9483555,-93.27730268,5,Lyndale
17-026332,44.95197,-93.22996,3,Longfellow
17-026341,44.9114163,-93.29464333,5,Lynnhurst
17-026343,44.99876,-93.30695,4,Willard - Hay
17-026381,44.96358874,-93.28795173,5,Steven's Square - Loring Heights
17-026390,44.96461,-93.288,1,Loring Park
17-026394,44.99031,-93.28058,1,North Loop
17-026447,45.01940339,-93.28803356,4,McKinley
17-026458,44.97407623,-93.30737771,4,Bryn - Mawr
17-026473,44.96690467,-93.28737525,1,Loring Park
17-026488,44.94666738,-93.2671053,3,Central
17-026489,44.94925001,-93.21144975,3,Cooper
17-026496,44.96358874,-93.28795173,5,Steven's Square - Loring Heights
17-026521,44.97543284,-93.27342211,1,Downtown West
17-026522,45.03564138,-93.23268357,2,Waite Park
17-026535,45.01230934,-93.30317734,4,Jordan
17-026548,44.96269264,-93.27860914,5,Whittier
17-026558,44.95007,-93.24995,3,East Phillips
17-026559,45.02951602,-93.31164067,4,Victory
17-026560,44.97543284,-93.27342211,1,Downtown West
17-026567,44.97543284,-93.27342211,1,Downtown West
17-026582,45.01308558,-93.28569246,4,McKinley
17-026610,44.97059597,-93.24981203,1,Cedar Riverside
17-026615,45.02045,-93.30572,4,Folwell
17-026617,45.01491123,-93.28865632,4,McKinley
17-026621,44.9792772,-93.27150683,1,Downtown West
17-026626,44.95911,-93.28127,5,Whittier
17-026633,45.01946107,-93.29559254,4,Folwell
17-026634,44.94835479,-93.27348353,3,Phillips West
17-026651,44.94835,-93.26522,3,Phillips West
17-026660,44.99633,-93.29942,4,Near - North
17-026666,44.99789851,-93.31333701,4,Willard - Hay
17-026667,44.96716,-93.28799,1,Loring Park
17-026674,44.99252042,-93.29411505,4,Near - North
17-026676,44.97543284,-93.27342211,1,Downtown West
17-026691,44.97563254,-93.27237593,1,Downtown West
17-026707,45.02215,-93.29183,4,McKinley
17-026717,44.99149664,-93.30132342,4,Near - North
17-026721,44.96269,-93.2664,3,Ventura Village
17-026729,44.97543284,-93.27342211,1,Downtown West
17-026744,44.97449561,-93.28102208,1,Loring Park
17-026755,44.99521,-93.30194,4,Willard - Hay
17-026764,44.99521,-93.30068,4,Near - North
17-026783,44.99197,-93.29259,4,Near - North
17-026796,44.99914,-93.29105,4,Near - North
17-026840,44.93592,-93.23719,3,Standish
17-026858,44.94835,-93.27538,5,Whittier
17-026888,44.92961551,-93.32139125,5,Linden Hills
17-026901,44.95074521,-93.28216407,5,Whittier
17-026904,44.94881275,-93.30336392,5,East Isles
17-026913,44.95074521,-93.28216407,5,Whittier
17-026918,44.95074521,-93.28216407,5,Whittier
17-026919,44.96141399,-93.29182117,5,Lowry Hill East
17-026928,44.96001326,-93.26257116,3,Ventura Village
17-026931,44.94835479,-93.27348353,3,Phillips West
17-026939,44.97694447,-93.27819736,1,Downtown West
17-026952,44.96269147,-93.27338649,5,Steven's Square - Loring Heights
17-026963,44.95283963,-93.27789224,5,Whittier
17-026966,44.94955167,-93.28134598,5,Whittier
17-026973,44.96269638,-93.28208,5,Whittier
17-026975,44.98720974,-93.28094392,1,North Loop
17-026984,44.94955167,-93.28134598,5,Whittier
17-026992,44.93773399,-93.27727558,5,Lyndale
17-026993,44.94836,-93.27792,5,Lyndale
17-027010,44.9332106,-93.27791176,5,King Field
17-027031,44.96892,-93.27781,1,Loring Park
17-027058,45.00596,-93.24101,2,Windom Park
17-027059,44.9653,-93.24409,1,Cedar Riverside
17-027064,44.91792543,-93.20499233,3,Hiawatha
17-027086,44.94837413,-93.22920921,3,Longfellow
17-027105,44.93412072,-93.27726226,5,King Field
17-027121,44.94835043,-93.20700558,3,Cooper
17-027122,44.92873,-93.25619,3,Bancroft
17-027127,44.89331211,-93.28834196,5,Windom
17-027128,44.99968546,-93.2879891,4,Hawthorne
17-027129,44.90556498,-93.27808768,5,Tangletown
17-027133,44.94834439,-93.2107897,3,Cooper
17-027136,44.94834439,-93.2107897,3,Cooper
17-027139,44.97543284,-93.27342211,1,Downtown West
17-027147,45.01406587,-93.24733737,2,Audubon Park
17-027152,44.91959,-93.28445,5,Tangletown
17-027161,44.96395785,-93.27719799,5,Steven's Square - Loring Heights
17-027167,45.01266984,-93.264651,2,Bottineau
17-027184,44.9483555,-93.27730268,5,Lyndale
17-027190,44.99960635,-93.24608283,2,Northeast Park
17-027236,44.94835,-93.26522,3,Phillips West
17-027240,45.00111564,-93.24099042,2,Northeast Park
17-027242,44.99366334,-93.24937436,2,Marcy Holmes
17-027252,44.94052459,-93.27405937,3,Central
17-027254,44.94837,-93.24488,3,Corcoran
17-027261,44.96091,-93.28801,5,Whittier
17-027266,45.00363907,-93.22883412,2,Northeast Park
17-027268,44.95725462,-93.299733,5,East Isles
17-027274,44.94920748,-93.30657039,5,Cedar - Isles - Dean
17-027276,44.97180585,-93.25617183,1,Elliot Park
17-027277,44.94836,-93.26013,3,Powderhorn Park
17-027290,44.9784072,-93.27881908,1,Downtown West
17-027295,44.97961,-93.26625,1,Downtown West
17-027300,44.96179858,-93.279596,5,Whittier
17-027301,44.9565,-93.24458,3,East Phillips
17-027306,44.99870265,-93.26667171,2,St. Anthony West
17-027313,44.9572173,-93.24485196,3,East Phillips
17-027323,44.97718,-93.2759,1,Downtown West
17-027327,44.95823569,-93.25239248,3,Midtown Phillips
17-027342,44.99228307,-93.24730998,2,Beltrami
17-027345,44.94702446,-93.23327765,3,Longfellow
17-027347,44.94836377,-93.29891909,5,ECCO
17-027355,44.95194,-93.26391,3,Phillips West
17-027358,44.98707924,-93.2589855,2,Nicollet Island - East Bank
17-027359,44.94926,-93.29828,5,Lowry Hill East
17-027371,44.9987034,-93.26823369,2,St. Anthony West
17-027372,44.9987034,-93.26823369,2,St. Anthony West
17-027391,45.02849153,-93.28540068,4,Webber - Camden
17-027398,44.98264341,-93.24443684,2,Marcy Holmes
17-027399,44.94293,-93.24739,3,Corcoran
17-027404,45.01773639,-93.30572093,4,Folwell
17-027417,44.97518873,-93.25240448,1,Downtown East
17-027421,44.9798,-93.2698,1,Downtown West
17-027427,44.97802,-93.27703,1,Downtown West
17-027434,44.97653,-93.27449,1,Downtown West
17-027437,45.01266948,-93.25244296,2,Holland
17-027440,45.00683494,-93.29178306,4,Hawthorne
17-027456,44.93957,-93.2702,3,Central
17-027462,44.94921546,-93.25249426,3,East Phillips
17-027479,44.94044075,-93.27791575,5,Lyndale
17-027501,44.95098959,-93.29443595,5,Lowry Hill East
17-027535,44.95553,-93.2813,5,Whittier
17-027537,44.95734,-93.29973,5,East Isles
17-027554,44.95507459,-93.30012144,5,East Isles
17-027562,44.95334138,-93.30090409,5,East Isles
17-027566,44.95334138,-93.30090409,5,East Isles
17-027573,44.90153,-93.30738,5,Armatage
17-027579,44.95507459,-93.30012144,5,East Isles
17-027585,44.95390606,-93.29987732,5,East Isles
17-027589,44.95507459,-93.30012144,5,East Isles
17-027593,44.950283,-93.29782179,5,Lowry Hill East
17-027600,44.95334138,-93.30090409,5,East Isles
17-027603,44.98428,-93.3083,4,Willard - Hay
17-027607,45.00024,-93.28183,4,Hawthorne
17-027616,44.95507459,-93.30012144,5,East Isles
17-027622,44.95507459,-93.30012144,5,East Isles
17-027625,44.95629032,-93.3001704,5,East Isles
17-027631,45.0006,-93.31078,4,Willard - Hay
17-027639,44.97563254,-93.27237593,1,Downtown West
17-027641,44.95507459,-93.30012144,5,East Isles
17-027653,44.99266934,-93.23718428,2,Como
17-027718,44.94134725,-93.27727878,5,Lyndale
17-027719,45.00872943,-93.3082186,4,Jordan
17-027728,45.00693356,-93.31460004,4,Willard - Hay
17-027725,44.96180077,-93.2778187,5,Whittier
17-027729,45.00871401,-93.30569033,4,Jordan
17-027732,45.00690895,-93.30568301,4,Jordan
17-027734,44.93048832,-93.28014714,5,King Field
17-027735,44.95554,-93.29679,5,Lowry Hill East
17-027737,44.96471066,-93.27781232,5,Steven's Square - Loring Heights
17-027745,44.96271307,-93.25892584,3,Ventura Village
17-027753,44.9304933,-93.27902842,5,King Field
17-027764,44.9304933,-93.27902842,5,King Field
17-027766,45.04117575,-93.29272821,4,Lind - Bohanon
17-027772,44.97100922,-93.26611743,1,Elliot Park
17-027778,44.92957703,-93.28051295,5,King Field
17-027795,44.9304933,-93.27902842,5,King Field
17-027800,44.94927,-93.30497,5,East Isles
17-027807,44.93049152,-93.2772706,5,King Field
17-027808,44.94044308,-93.24864546,3,Powderhorn Park
