idNum,date,problem,citationIssued,personSearch,vehicleSearch
17-015897,2017-01-14T01:37:35Z,suspicious,NA,NA,NA
17-015900,2017-01-14T01:43:23Z,suspicious,NA,NO,NO
17-015904,2017-01-14T01:45:47Z,traffic,NA,NO,NO
17-015913,2017-01-14T01:53:38Z,suspicious,NA,NA,NA
17-015914,2017-01-14T01:53:40Z,traffic,NA,NO,NO
17-015915,2017-01-14T01:53:57Z,traffic,NA,NO,NO
17-015927,2017-01-14T02:02:24Z,suspicious,NA,NA,NA
17-015930,2017-01-14T02:04:44Z,traffic,NA,YES,YES
17-015938,2017-01-14T02:17:05Z,suspicious,NA,NO,NO
17-015946,2017-01-14T02:25:04Z,traffic,NA,NO,NO
17-015955,2017-01-14T02:29:17Z,traffic,NA,NO,NO
17-015961,2017-01-14T02:32:54Z,traffic,NA,NA,NA
17-015968,2017-01-14T02:45:00Z,suspicious,NA,YES,YES
17-015969,2017-01-14T02:45:34Z,suspicious,NA,NO,NO
17-015971,2017-01-14T02:47:17Z,suspicious,NA,YES,NO
17-015985,2017-01-14T03:09:37Z,traffic,NA,NO,NO
17-015994,2017-01-14T03:22:42Z,traffic,NA,NA,NA
17-015999,2017-01-14T03:31:14Z,suspicious,NA,NO,NO
17-016001,2017-01-14T03:37:27Z,suspicious,NA,NO,NO
17-016005,2017-01-14T03:44:52Z,traffic,NA,NO,NO
17-016007,2017-01-14T03:51:01Z,traffic,NA,NA,NA
17-016008,2017-01-14T03:51:10Z,traffic,NA,NO,NO
17-016009,2017-01-14T03:55:14Z,traffic,NA,NO,NO
17-016013,2017-01-14T03:59:29Z,traffic,NA,NO,NO
17-016016,2017-01-14T04:10:31Z,traffic,NA,NO,NO
17-016018,2017-01-14T04:11:51Z,traffic,NA,NO,NO
17-016024,2017-01-14T04:33:24Z,traffic,NA,NO,NO
17-016044,2017-01-14T06:36:18Z,suspicious,NA,NO,NO
17-016075,2017-01-14T08:22:37Z,traffic,NA,NO,NO
17-016089,2017-01-14T08:52:52Z,suspicious,NA,NA,NA
17-016101,2017-01-14T09:12:26Z,traffic,NA,NO,NO
17-016107,2017-01-14T09:26:21Z,suspicious,NA,NA,NA
17-016122,2017-01-14T10:00:06Z,suspicious,NA,NO,NO
17-016141,2017-01-14T10:37:36Z,suspicious,NA,NO,NO
17-016153,2017-01-14T11:01:09Z,traffic,NA,NO,NO
17-016189,2017-01-14T11:47:37Z,suspicious,NA,NO,NO
17-016193,2017-01-14T11:56:57Z,suspicious,NA,NO,NO
17-016229,2017-01-14T13:37:57Z,suspicious,NA,NO,NO
17-016248,2017-01-14T14:14:40Z,suspicious,NA,NO,NO
17-016260,2017-01-14T14:29:54Z,traffic,NA,NO,NO
17-016262,2017-01-14T14:30:34Z,suspicious,NA,NO,NO
17-016270,2017-01-14T14:45:08Z,traffic,NA,NO,NO
17-016291,2017-01-14T15:11:35Z,suspicious,NA,NA,NA
17-016325,2017-01-14T16:12:26Z,traffic,NA,NO,NO
17-016338,2017-01-14T16:27:08Z,suspicious,NA,NO,NO
17-016349,2017-01-14T16:44:40Z,suspicious,NA,YES,NO
17-016380,2017-01-14T17:21:00Z,suspicious,NA,NO,NO
17-016402,2017-01-14T17:46:06Z,suspicious,NA,YES,NO
17-016410,2017-01-14T17:54:15Z,traffic,NA,NO,NO
17-016414,2017-01-14T17:57:49Z,traffic,NA,NA,NA
17-016415,2017-01-14T17:59:07Z,traffic,NA,NO,NO
17-016423,2017-01-14T18:05:55Z,traffic,NA,NO,NO
17-016435,2017-01-14T18:17:03Z,traffic,NA,NO,NO
17-016446,2017-01-14T18:27:40Z,suspicious,NA,NO,NO
17-016466,2017-01-14T18:45:35Z,traffic,NA,NO,NO
17-016472,2017-01-14T18:51:48Z,suspicious,NA,NA,NA
17-016473,2017-01-14T18:52:00Z,traffic,NA,YES,YES
17-016485,2017-01-14T19:05:04Z,traffic,NA,NA,NA
17-016498,2017-01-14T19:18:14Z,suspicious,NA,YES,NO
17-016506,2017-01-14T19:24:48Z,traffic,NA,NA,NA
17-016533,2017-01-14T19:49:34Z,traffic,NA,NO,NO
17-016559,2017-01-14T20:12:56Z,traffic,NA,NO,NO
17-016563,2017-01-14T20:15:39Z,traffic,NA,NO,NO
17-016569,2017-01-14T20:19:42Z,traffic,NA,NO,NO
17-016584,2017-01-14T20:28:24Z,suspicious,NA,NA,NA
17-016595,2017-01-14T20:34:18Z,traffic,NA,NO,NO
17-016608,2017-01-14T20:46:01Z,traffic,NA,NO,NO
17-016611,2017-01-14T20:48:17Z,traffic,NA,NO,NO
17-016622,2017-01-14T20:54:39Z,suspicious,NA,NA,NA
17-016638,2017-01-14T21:02:49Z,traffic,NA,NO,NO
17-016643,2017-01-14T21:06:56Z,traffic,NA,NO,NO
17-016649,2017-01-14T21:11:13Z,traffic,NA,NO,NO
17-016656,2017-01-14T21:15:20Z,traffic,NA,YES,YES
17-016658,2017-01-14T21:16:40Z,suspicious,NA,NO,NO
17-016677,2017-01-14T21:28:53Z,suspicious,NA,NO,NO
17-016684,2017-01-14T21:35:07Z,traffic,NA,NO,NO
17-016713,2017-01-14T22:02:49Z,suspicious,NA,NO,NO
17-016715,2017-01-14T22:04:03Z,suspicious,NA,NO,NO
17-016722,2017-01-14T22:07:52Z,traffic,NA,NA,NA
17-016728,2017-01-14T22:10:54Z,suspicious,NA,NO,NO
17-016734,2017-01-14T22:12:55Z,suspicious,NA,NO,NO
17-016742,2017-01-14T22:18:53Z,traffic,NA,NO,NO
17-016750,2017-01-14T22:22:40Z,traffic,NA,NO,NO
17-016753,2017-01-14T22:26:09Z,traffic,NA,NO,NO
17-016756,2017-01-14T22:26:25Z,traffic,NA,NO,NO
17-016763,2017-01-14T22:28:46Z,traffic,NA,NO,NO
17-016769,2017-01-14T22:33:18Z,traffic,NA,NO,NO
17-016771,2017-01-14T22:34:05Z,suspicious,NA,NO,NO
17-016772,2017-01-14T22:35:35Z,traffic,NA,NO,NO
17-016774,2017-01-14T22:36:44Z,suspicious,NA,NO,NO
17-016775,2017-01-14T22:38:50Z,traffic,NA,NO,NO
17-016776,2017-01-14T22:38:51Z,traffic,NA,NO,NO
17-016778,2017-01-14T22:39:23Z,suspicious,NA,NO,NO
17-016780,2017-01-14T22:40:01Z,traffic,NA,NO,NO
17-016783,2017-01-14T22:42:41Z,suspicious,NA,NO,NO
17-016785,2017-01-14T22:43:30Z,traffic,NA,NO,NO
17-016791,2017-01-14T22:44:58Z,suspicious,NA,NO,NO
17-016802,2017-01-14T22:52:32Z,traffic,NA,NO,NO
17-016803,2017-01-14T22:52:59Z,suspicious,NA,NA,NA
17-016845,2017-01-14T23:32:17Z,suspicious,NA,NA,NA
17-016848,2017-01-14T23:34:37Z,traffic,NA,NO,NO
17-016852,2017-01-14T23:37:50Z,traffic,NA,NA,NA
17-016864,2017-01-14T23:47:26Z,traffic,NA,NO,NO
17-016870,2017-01-14T23:51:23Z,suspicious,NA,NO,NO
17-016880,2017-01-14T23:57:54Z,traffic,NA,NO,NO
17-016885,2017-01-15T00:02:03Z,traffic,NA,NO,NO
17-016894,2017-01-15T00:07:13Z,traffic,NA,NO,NO
17-016908,2017-01-15T00:17:31Z,suspicious,NA,NO,NO
17-016918,2017-01-15T00:23:18Z,suspicious,NA,NO,NO
17-016926,2017-01-15T00:34:09Z,suspicious,NA,YES,NO
17-016933,2017-01-15T00:39:58Z,traffic,NA,NO,NO
17-016935,2017-01-15T00:42:00Z,traffic,NA,NO,NO
17-016939,2017-01-15T00:49:41Z,traffic,NA,NO,NO
17-016941,2017-01-15T00:50:08Z,traffic,NA,NO,NO
17-016943,2017-01-15T00:51:28Z,traffic,NA,NO,NO
17-016954,2017-01-15T01:08:35Z,traffic,NA,NO,NO
17-016960,2017-01-15T01:17:04Z,traffic,NA,NO,NO
17-016962,2017-01-15T01:21:05Z,traffic,NA,NO,NO
17-016970,2017-01-15T01:28:04Z,suspicious,NA,NO,NO
17-016976,2017-01-15T01:34:31Z,traffic,NA,NO,NO
17-016979,2017-01-15T01:35:34Z,traffic,NA,NO,NO
17-016985,2017-01-15T01:38:32Z,suspicious,NA,NA,NA
17-016990,2017-01-15T01:42:42Z,traffic,NA,NO,NO
17-017015,2017-01-15T01:56:57Z,traffic,NA,NO,NO
17-017021,2017-01-15T01:59:39Z,traffic,NA,NO,NO
17-017023,2017-01-15T02:00:57Z,traffic,NA,NO,NO
17-017032,2017-01-15T02:07:06Z,traffic,NA,NA,NA
17-017042,2017-01-15T02:16:12Z,suspicious,NA,NA,NA
17-017045,2017-01-15T02:21:52Z,suspicious,NA,NO,NO
17-017050,2017-01-15T02:27:01Z,traffic,NA,NO,NO
17-017058,2017-01-15T02:33:59Z,traffic,NA,NO,NO
17-017062,2017-01-15T02:41:05Z,suspicious,NA,YES,YES
17-017070,2017-01-15T02:58:07Z,suspicious,NA,NO,NO
17-017076,2017-01-15T03:08:07Z,traffic,NA,YES,YES
17-017101,2017-01-15T04:03:44Z,traffic,NA,NO,NO
17-017107,2017-01-15T04:19:23Z,suspicious,NA,NA,NA
17-017110,2017-01-15T04:32:54Z,suspicious,NA,NO,NO
17-017124,2017-01-15T05:05:49Z,suspicious,NA,NO,NO
17-017142,2017-01-15T05:50:41Z,suspicious,NA,NO,NO
17-017143,2017-01-15T06:04:23Z,suspicious,NA,NO,NO
17-017154,2017-01-15T07:16:58Z,suspicious,NA,NO,NO
17-017163,2017-01-15T07:33:24Z,traffic,NA,NO,NO
17-017167,2017-01-15T07:42:13Z,suspicious,NA,NA,NA
17-017181,2017-01-15T08:12:11Z,suspicious,NA,NA,NA
17-017184,2017-01-15T08:15:43Z,traffic,NA,NO,NO
17-017204,2017-01-15T09:07:09Z,traffic,NA,NO,NO
17-017223,2017-01-15T09:49:59Z,traffic,NA,NO,NO
17-017229,2017-01-15T09:59:45Z,traffic,NA,NO,NO
17-017234,2017-01-15T10:04:50Z,suspicious,NA,NO,YES
17-017241,2017-01-15T10:15:07Z,traffic,NA,NO,NO
17-017249,2017-01-15T10:28:01Z,traffic,NA,YES,YES
17-017258,2017-01-15T10:34:08Z,suspicious,NA,NO,NO
17-017260,2017-01-15T10:42:05Z,traffic,NA,NO,NO
17-017264,2017-01-15T10:55:48Z,suspicious,NA,NO,NO
17-017268,2017-01-15T10:58:48Z,suspicious,NA,NO,NO
17-017295,2017-01-15T11:40:52Z,suspicious,NA,NO,NO
17-017333,2017-01-15T12:55:59Z,suspicious,NA,NO,NO
17-017354,2017-01-15T13:38:38Z,suspicious,NA,NO,NO
17-017368,2017-01-15T14:04:18Z,suspicious,NA,NO,NO
17-017382,2017-01-15T14:31:07Z,traffic,NA,NO,NO
17-017393,2017-01-15T14:53:05Z,traffic,NA,NO,NO
17-017395,2017-01-15T14:56:48Z,traffic,NA,NO,NO
17-017403,2017-01-15T15:15:36Z,traffic,NA,NO,NO
17-017426,2017-01-15T15:41:46Z,suspicious,NA,NA,NA
17-017433,2017-01-15T15:52:58Z,traffic,NA,NO,NO
17-017488,2017-01-15T17:12:47Z,traffic,NA,NO,NO
17-017490,2017-01-15T17:15:22Z,suspicious,NA,YES,NO
17-017494,2017-01-15T17:18:58Z,suspicious,NA,NO,NO
17-017505,2017-01-15T17:23:20Z,suspicious,NA,NO,NO
17-017510,2017-01-15T17:32:58Z,traffic,NA,NA,NA
17-017517,2017-01-15T17:43:02Z,traffic,NA,NO,NO
17-017522,2017-01-15T17:46:02Z,traffic,NA,NO,NO
17-017528,2017-01-15T17:49:20Z,suspicious,NA,NO,NO
17-017530,2017-01-15T17:49:37Z,traffic,NA,NO,NO
17-017533,2017-01-15T17:50:05Z,traffic,NA,NO,NO
17-017603,2017-01-15T19:15:35Z,traffic,NA,NO,NO
17-017631,2017-01-15T19:41:10Z,suspicious,NA,NO,NO
17-017644,2017-01-15T19:54:17Z,suspicious,NA,NO,NO
17-017649,2017-01-15T19:59:34Z,suspicious,NA,NO,NO
17-017663,2017-01-15T20:21:20Z,suspicious,NA,NA,NA
17-017682,2017-01-15T20:46:03Z,traffic,NA,NO,NO
17-017698,2017-01-15T21:04:39Z,traffic,NA,NO,NO
17-017714,2017-01-15T21:17:37Z,traffic,NA,NO,NO
17-017717,2017-01-15T21:22:01Z,traffic,NA,NO,NO
17-017726,2017-01-15T21:34:00Z,suspicious,NA,NO,NO
17-017727,2017-01-15T21:34:36Z,traffic,NA,NA,NA
17-017780,2017-01-15T22:18:45Z,traffic,NA,NO,NO
17-017783,2017-01-15T22:23:11Z,traffic,NA,NA,NA
17-017788,2017-01-15T22:27:51Z,traffic,NA,NO,NO
17-017792,2017-01-15T22:33:25Z,traffic,NA,NO,NO
17-017818,2017-01-15T23:05:18Z,suspicious,NA,NO,NO
17-017825,2017-01-15T23:15:33Z,suspicious,NA,NO,YES
17-017846,2017-01-15T23:24:22Z,traffic,NA,NO,NO
17-017870,2017-01-15T23:33:37Z,traffic,NA,NA,NA
17-017895,2017-01-15T23:42:54Z,traffic,NA,NO,NO
17-017899,2017-01-15T23:45:15Z,traffic,NA,NA,NA
17-017911,2017-01-15T23:58:08Z,traffic,NA,NO,NO
17-017912,2017-01-16T00:00:47Z,suspicious,NA,NO,NO
17-017913,2017-01-16T00:01:36Z,suspicious,NA,NO,NO
17-017924,2017-01-16T00:09:27Z,suspicious,NA,NO,NO
17-017927,2017-01-16T00:12:10Z,traffic,NA,NO,NO
17-017930,2017-01-16T00:14:41Z,traffic,NA,NA,NA
17-017931,2017-01-16T00:15:37Z,traffic,NA,YES,YES
17-017948,2017-01-16T00:40:55Z,traffic,NA,NO,NO
17-017951,2017-01-16T00:42:58Z,traffic,NA,NO,NO
17-017965,2017-01-16T00:56:58Z,traffic,NA,NO,NO
17-017980,2017-01-16T01:15:42Z,traffic,NA,NO,NO
17-017985,2017-01-16T01:20:32Z,traffic,NA,NO,NO
17-017988,2017-01-16T01:21:02Z,suspicious,NA,NO,NO
17-017989,2017-01-16T01:21:26Z,traffic,NA,NO,NO
17-017992,2017-01-16T01:31:33Z,traffic,NA,NO,NO
17-017995,2017-01-16T01:35:01Z,traffic,NA,NO,NO
17-017996,2017-01-16T01:35:38Z,suspicious,NA,NO,NO
17-018007,2017-01-16T01:45:25Z,traffic,NA,NO,NO
17-018053,2017-01-16T02:17:56Z,suspicious,NA,NO,NO
17-018061,2017-01-16T02:27:55Z,suspicious,NA,NA,NA
17-018082,2017-01-16T02:56:52Z,traffic,NA,NO,NO
17-018087,2017-01-16T03:01:00Z,suspicious,NA,NO,NO
17-018092,2017-01-16T03:07:57Z,traffic,NA,NO,NO
17-018093,2017-01-16T03:09:19Z,traffic,NA,NO,NO
17-018108,2017-01-16T04:01:06Z,suspicious,NA,NO,NO
17-018145,2017-01-16T07:30:36Z,suspicious,NA,NO,NO
17-018146,2017-01-16T07:35:55Z,traffic,NA,NO,NO
17-018157,2017-01-16T08:09:11Z,traffic,NA,YES,YES
17-018161,2017-01-16T08:16:14Z,traffic,NA,NO,NO
17-018172,2017-01-16T08:36:12Z,suspicious,NA,NO,NO
17-018183,2017-01-16T08:48:13Z,traffic,NA,NO,NO
17-018192,2017-01-16T09:10:54Z,traffic,NA,NO,NO
17-018207,2017-01-16T09:41:25Z,traffic,NA,NA,NA
17-018240,2017-01-16T10:34:27Z,suspicious,NA,YES,NO
17-018264,2017-01-16T11:08:06Z,suspicious,NA,NO,NO
17-018267,2017-01-16T11:16:34Z,suspicious,NA,NO,NO
17-018268,2017-01-16T11:16:52Z,traffic,NA,NO,NO
17-018269,2017-01-16T11:19:08Z,suspicious,NA,NO,NO
17-018274,2017-01-16T11:25:49Z,traffic,NA,NO,NO
17-018293,2017-01-16T11:55:52Z,suspicious,NA,NO,NO
17-018298,2017-01-16T12:15:25Z,traffic,NA,NO,NO
17-018301,2017-01-16T12:21:56Z,traffic,NA,NA,NA
17-018303,2017-01-16T12:28:22Z,traffic,NA,NO,NO
17-018305,2017-01-16T12:30:01Z,suspicious,NA,NO,NO
17-018308,2017-01-16T12:32:51Z,suspicious,NA,NO,NO
17-018314,2017-01-16T12:40:37Z,suspicious,NA,YES,NO
17-018325,2017-01-16T12:49:19Z,suspicious,NA,NA,NA
17-018327,2017-01-16T12:54:00Z,traffic,NA,NA,NA
17-018337,2017-01-16T13:08:08Z,traffic,NA,NO,NO
17-018341,2017-01-16T13:13:45Z,traffic,NA,NA,NA
17-018345,2017-01-16T13:23:47Z,traffic,NA,NA,NA
17-018350,2017-01-16T13:31:40Z,traffic,NA,NO,NO
17-018354,2017-01-16T13:36:02Z,traffic,NA,NO,NO
17-018361,2017-01-16T13:44:21Z,traffic,NA,NO,NO
17-018364,2017-01-16T13:52:24Z,traffic,NA,NA,NA
17-018417,2017-01-16T15:14:38Z,traffic,NA,NO,NO
17-018420,2017-01-16T15:24:00Z,traffic,NA,YES,YES
17-018421,2017-01-16T15:24:13Z,suspicious,NA,NO,NO
17-018424,2017-01-16T15:29:01Z,suspicious,NA,NO,NO
17-018455,2017-01-16T16:14:19Z,suspicious,NA,NO,NO
17-018480,2017-01-16T16:56:35Z,suspicious,NA,NO,NO
17-018484,2017-01-16T16:59:34Z,suspicious,NA,NA,NA
17-018506,2017-01-16T17:20:15Z,suspicious,NA,NO,NO
17-018515,2017-01-16T17:25:59Z,suspicious,NA,NO,NO
17-018621,2017-01-16T18:49:39Z,suspicious,NA,NA,NA
17-018642,2017-01-16T19:03:54Z,suspicious,NA,NA,NA
17-018649,2017-01-16T19:09:58Z,traffic,NA,NO,NO
17-018667,2017-01-16T19:26:08Z,traffic,NA,YES,YES
17-018683,2017-01-16T19:46:25Z,traffic,NA,NO,NO
17-018689,2017-01-16T19:52:48Z,suspicious,NA,NO,NO
17-018694,2017-01-16T19:55:27Z,suspicious,NA,NA,NA
17-018728,2017-01-16T20:25:53Z,suspicious,NA,NA,NA
17-018729,2017-01-16T20:26:33Z,suspicious,NA,NA,NA
17-018761,2017-01-16T20:54:52Z,suspicious,NA,NO,NO
17-018774,2017-01-16T21:09:42Z,traffic,NA,NO,NO
17-018831,2017-01-16T21:52:09Z,suspicious,NA,NO,NO
17-018853,2017-01-16T22:06:20Z,suspicious,NA,NO,NO
17-018858,2017-01-16T22:09:55Z,traffic,NA,YES,YES
17-018917,2017-01-16T22:55:06Z,traffic,NA,NO,NO
17-018923,2017-01-16T23:04:29Z,traffic,NA,NO,NO
17-018928,2017-01-16T23:10:17Z,traffic,NA,NA,NA
17-018931,2017-01-16T23:13:07Z,traffic,NA,NO,NO
17-018933,2017-01-16T23:13:16Z,traffic,NA,NO,NO
17-018935,2017-01-16T23:18:44Z,suspicious,NA,NO,NO
17-018977,2017-01-17T00:16:26Z,suspicious,NA,YES,NO
17-018979,2017-01-17T00:19:41Z,traffic,NA,NO,NO
17-018980,2017-01-17T00:21:21Z,suspicious,NA,NA,NA
17-018993,2017-01-17T00:38:10Z,traffic,NA,NO,NO
17-019007,2017-01-17T01:02:18Z,traffic,NA,NO,NO
17-019013,2017-01-17T01:12:21Z,traffic,NA,NO,NO
17-019037,2017-01-17T01:56:20Z,traffic,NA,NA,NA
17-019054,2017-01-17T02:23:09Z,suspicious,NA,NA,NA
17-019057,2017-01-17T02:31:15Z,suspicious,NA,NO,NO
17-019069,2017-01-17T03:09:23Z,suspicious,NA,NO,NO
17-019070,2017-01-17T03:09:33Z,suspicious,NA,NO,NO
17-019073,2017-01-17T03:11:04Z,traffic,NA,NO,NO
17-019075,2017-01-17T03:17:06Z,traffic,NA,NO,NO
17-019080,2017-01-17T03:38:39Z,suspicious,NA,NO,NO
17-019084,2017-01-17T03:51:17Z,suspicious,NA,YES,NO
17-019090,2017-01-17T04:23:08Z,traffic,NA,NO,NO
17-019109,2017-01-17T06:27:50Z,suspicious,NA,NO,NO
17-019170,2017-01-17T08:34:58Z,suspicious,NA,NO,NO
17-019178,2017-01-17T08:47:26Z,suspicious,NA,NA,NA
17-019207,2017-01-17T09:24:35Z,suspicious,NA,NO,NO
17-019211,2017-01-17T09:38:38Z,suspicious,NA,NO,NO
17-019245,2017-01-17T10:30:37Z,traffic,NA,NO,NO
17-019250,2017-01-17T10:36:14Z,suspicious,NA,NO,NO
17-019255,2017-01-17T10:39:10Z,traffic,NA,NO,NO
17-019262,2017-01-17T10:44:35Z,traffic,NA,NO,NO
17-019266,2017-01-17T10:51:39Z,suspicious,NA,NA,NA
17-019273,2017-01-17T10:59:35Z,suspicious,NA,NO,NO
17-019286,2017-01-17T11:15:43Z,traffic,NA,NO,NO
17-019288,2017-01-17T11:16:21Z,suspicious,NA,NO,NO
17-019315,2017-01-17T11:36:21Z,traffic,NA,NO,NO
17-019317,2017-01-17T11:36:56Z,traffic,NA,NO,NO
17-019320,2017-01-17T11:40:04Z,traffic,NA,NO,NO
17-019333,2017-01-17T11:53:36Z,suspicious,NA,NO,NO
17-019336,2017-01-17T11:56:50Z,traffic,NA,YES,YES
17-019339,2017-01-17T11:59:55Z,traffic,NA,NO,NO
17-019342,2017-01-17T12:00:19Z,traffic,NA,NO,NO
17-019357,2017-01-17T12:10:36Z,traffic,NA,NO,NO
17-019362,2017-01-17T12:15:12Z,suspicious,NA,NA,NA
17-019365,2017-01-17T12:15:58Z,suspicious,NA,NA,NA
17-019369,2017-01-17T12:20:06Z,traffic,NA,NO,NO
17-019377,2017-01-17T12:24:23Z,traffic,NA,NO,NO
17-019380,2017-01-17T12:26:46Z,suspicious,NA,NO,NO
17-019391,2017-01-17T12:33:04Z,suspicious,NA,NA,NA
17-019395,2017-01-17T12:33:48Z,traffic,NA,NO,NO
17-019397,2017-01-17T12:34:44Z,suspicious,NA,NA,NA
17-019398,2017-01-17T12:35:04Z,traffic,NA,NO,NO
17-019407,2017-01-17T12:42:50Z,traffic,NA,NO,NO
17-019410,2017-01-17T12:44:16Z,suspicious,NA,NO,NO
17-019411,2017-01-17T12:45:02Z,suspicious,NA,NA,NA
17-019414,2017-01-17T12:47:20Z,traffic,NA,NO,NO
17-019415,2017-01-17T12:47:33Z,traffic,NA,YES,YES
17-019424,2017-01-17T12:54:03Z,traffic,NA,NO,NO
17-019436,2017-01-17T13:08:40Z,suspicious,NA,NA,NA
17-019440,2017-01-17T13:14:52Z,suspicious,NA,NA,NA
17-019446,2017-01-17T13:16:39Z,traffic,NA,NO,NO
17-019449,2017-01-17T13:19:18Z,traffic,NA,YES,NO
17-019455,2017-01-17T13:25:02Z,suspicious,NA,NO,NO
17-019459,2017-01-17T13:26:56Z,suspicious,NA,NO,NO
17-019463,2017-01-17T13:29:58Z,traffic,NA,NO,NO
17-019479,2017-01-17T13:43:12Z,traffic,NA,NO,NO
17-019492,2017-01-17T13:49:15Z,traffic,NA,NO,NO
17-019499,2017-01-17T13:53:38Z,traffic,NA,NA,NA
17-019501,2017-01-17T13:55:47Z,traffic,NA,NO,NO
17-019507,2017-01-17T14:02:07Z,traffic,NA,NO,NO
17-019515,2017-01-17T14:07:15Z,traffic,NA,NO,NO
17-019520,2017-01-17T14:11:53Z,traffic,NA,NO,NO
17-019526,2017-01-17T14:15:43Z,traffic,NA,NO,NO
17-019535,2017-01-17T14:25:32Z,suspicious,NA,YES,YES
17-019547,2017-01-17T14:39:11Z,traffic,NA,NO,NO
17-019561,2017-01-17T14:56:36Z,traffic,NA,NO,NO
17-019564,2017-01-17T14:57:34Z,traffic,NA,NO,NO
17-019566,2017-01-17T14:57:41Z,traffic,NA,NO,NO
17-019582,2017-01-17T15:11:39Z,suspicious,NA,NO,NO
17-019613,2017-01-17T15:51:33Z,suspicious,NA,NO,NO
17-019637,2017-01-17T16:23:16Z,suspicious,NA,NA,NA
17-019662,2017-01-17T16:49:40Z,suspicious,NA,NA,NA
17-019663,2017-01-17T16:51:59Z,suspicious,NA,NO,NO
17-019667,2017-01-17T16:53:45Z,traffic,NA,NO,NO
17-019701,2017-01-17T17:23:33Z,suspicious,NA,NA,NA
17-019710,2017-01-17T17:31:58Z,suspicious,NA,NO,NO
17-019719,2017-01-17T17:38:42Z,suspicious,NA,NO,NO
17-019725,2017-01-17T17:45:35Z,traffic,NA,NO,NO
17-019730,2017-01-17T17:49:08Z,suspicious,NA,NO,NO
17-019731,2017-01-17T17:51:43Z,traffic,NA,NO,NO
17-019733,2017-01-17T17:52:12Z,suspicious,NA,NO,NO
17-019735,2017-01-17T17:53:22Z,suspicious,NA,YES,NO
17-019738,2017-01-17T17:56:05Z,traffic,NA,NO,NO
17-019744,2017-01-17T18:03:29Z,suspicious,NA,NO,NO
17-019746,2017-01-17T18:05:06Z,suspicious,NA,NO,NO
17-019767,2017-01-17T18:15:33Z,suspicious,NA,NO,NO
17-019779,2017-01-17T18:26:11Z,suspicious,NA,NO,NO
17-019787,2017-01-17T18:30:10Z,suspicious,NA,NA,NA
17-019790,2017-01-17T18:35:21Z,suspicious,NA,NO,NO
17-019816,2017-01-17T18:53:18Z,traffic,NA,NO,NO
17-019819,2017-01-17T18:57:04Z,traffic,NA,NO,NO
17-019829,2017-01-17T19:03:58Z,suspicious,NA,NO,NO
17-019839,2017-01-17T19:08:25Z,traffic,NA,NO,NO
17-019841,2017-01-17T19:10:06Z,suspicious,NA,NO,NO
17-019849,2017-01-17T19:15:07Z,suspicious,NA,NO,NO
17-019852,2017-01-17T19:17:30Z,traffic,NA,NO,NO
17-019859,2017-01-17T19:22:55Z,traffic,NA,NO,NO
17-019864,2017-01-17T19:25:38Z,suspicious,NA,NO,NO
17-019892,2017-01-17T19:56:47Z,suspicious,NA,NA,NA
17-019894,2017-01-17T19:57:30Z,traffic,NA,NO,NO
17-019899,2017-01-17T20:05:24Z,suspicious,NA,NO,NO
17-019903,2017-01-17T20:09:33Z,suspicious,NA,NO,NO
17-019911,2017-01-17T20:20:48Z,suspicious,NA,NO,NO
17-019959,2017-01-17T21:03:35Z,traffic,NA,NO,NO
17-019963,2017-01-17T21:05:58Z,traffic,NA,NO,NO
17-019971,2017-01-17T21:16:14Z,traffic,NA,NO,NO
17-019980,2017-01-17T21:24:30Z,traffic,NA,NA,NA
17-019985,2017-01-17T21:28:48Z,suspicious,NA,NA,NA
17-019988,2017-01-17T21:30:57Z,traffic,NA,NO,NO
17-019993,2017-01-17T21:33:58Z,traffic,NA,NO,NO
17-019996,2017-01-17T21:37:18Z,suspicious,NA,NO,NO
17-020002,2017-01-17T21:41:29Z,traffic,NA,NO,NO
17-020030,2017-01-17T22:01:47Z,traffic,NA,NO,NO
17-020038,2017-01-17T22:05:14Z,traffic,NA,NO,NO
17-020058,2017-01-17T22:19:43Z,suspicious,NA,NO,NO
17-020064,2017-01-17T22:22:42Z,suspicious,NA,YES,NO
17-020074,2017-01-17T22:35:23Z,traffic,NA,YES,YES
17-020081,2017-01-17T22:40:14Z,traffic,NA,NA,NA
17-020083,2017-01-17T22:41:38Z,suspicious,NA,YES,NO
17-020100,2017-01-17T22:53:15Z,suspicious,NA,NO,NO
17-020116,2017-01-17T23:09:46Z,suspicious,NA,NO,NO
17-020123,2017-01-17T23:18:11Z,suspicious,NA,NO,NO
17-020124,2017-01-17T23:19:12Z,traffic,NA,NO,NO
17-020127,2017-01-17T23:24:12Z,traffic,NA,NO,NO
17-020135,2017-01-17T23:34:33Z,suspicious,NA,NO,NO
17-020137,2017-01-17T23:34:44Z,traffic,NA,NO,NO
17-020142,2017-01-17T23:37:01Z,suspicious,NA,NO,NO
17-020145,2017-01-17T23:40:17Z,traffic,NA,NO,NO
17-020148,2017-01-17T23:42:07Z,traffic,NA,NO,NO
17-020166,2017-01-17T23:59:08Z,traffic,NA,NO,NO
17-020174,2017-01-18T00:03:56Z,traffic,NA,NO,NO
17-020179,2017-01-18T00:08:45Z,traffic,NA,NO,NO
17-020185,2017-01-18T00:17:47Z,suspicious,NA,NO,NO
