idNum,preRace,race,gender
17-062845,Black,Black,Male
17-062847,NA,NA,NA
17-062867,NA,NA,NA
17-062872,NA,NA,NA
17-062887,NA,NA,NA
17-062890,Unknown,Unknown,Male
17-062909,Native American,Native American,Male
17-062921,Black,Black,Male
17-062935,Black,Black,Male
17-062948,Unknown,White,Male
17-062968,White,White,Female
17-062980,NA,NA,NA
17-062985,Unknown,Black,Female
17-062993,Unknown,Black,Male
17-063004,Unknown,East African,Female
17-063014,Black,Black,Male
17-063017,Unknown,Black,Male
17-063022,Unknown,White,Male
17-063026,NA,NA,NA
17-063027,Unknown,White,Male
17-063033,Unknown,Latino,Female
17-063037,Unknown,Black,Male
17-063043,Unknown,Latino,Male
17-063070,Unknown,Latino,Male
17-063077,Unknown,Black,Male
17-063091,White,White,Female
17-063102,Unknown,White,Male
17-063107,East African,East African,Male
17-063124,Native American,Native American,Male
17-063127,Unknown,Black,Female
17-063135,Unknown,Black,Male
17-063148,Unknown,Unknown,Unknown
17-063153,Unknown,Unknown,Unknown
17-063165,Black,Unknown,Male
17-063199,NA,NA,NA
17-063220,Unknown,Unknown,Unknown
17-063230,Unknown,Unknown,Unknown
17-063232,Unknown,Native American,Male
17-063241,East African,East African,Female
17-063260,Unknown,Black,Male
17-063267,NA,NA,NA
17-063296,Black,Black,Male
17-063321,Unknown,White,Male
17-063339,Unknown,Black,Female
17-063340,Black,Black,Male
17-063347,White,Black,Male
17-063353,Unknown,White,Male
17-063358,White,White,Male
17-063371,White,White,Male
17-063375,Unknown,Black,Male
17-063379,Black,Black,Male
17-063380,Unknown,Black,Male
17-063396,Latino,Native American,Male
17-063402,Unknown,Black,Male
17-063408,Unknown,Unknown,Unknown
17-063421,Unknown,White,Male
17-063423,Unknown,Black,Male
17-063439,NA,NA,NA
17-063457,Unknown,White,Female
17-063463,Unknown,Unknown,Unknown
17-063464,Unknown,East African,Male
17-063472,Unknown,Black,Male
17-063479,East African,East African,Male
17-063476,Black,Unknown,Male
17-063480,NA,NA,NA
17-063481,Unknown,Unknown,Unknown
17-063491,Unknown,Unknown,Unknown
17-063510,Unknown,White,Male
17-063520,NA,NA,NA
17-063522,Unknown,Unknown,Unknown
17-063537,Unknown,Unknown,Unknown
17-063544,Unknown,White,Female
17-063557,Unknown,Other,Male
17-063564,Unknown,Black,Female
17-063566,Unknown,White,Male
17-063580,Unknown,White,Female
17-063584,Unknown,Latino,Male
17-063622,Other,Black,Male
17-063627,NA,NA,NA
17-063628,Black,Black,Female
17-063629,Unknown,White,Male
17-063630,Unknown,Black,Female
17-063634,Unknown,White,Female
17-063644,Unknown,White,Male
17-063648,Unknown,Unknown,Unknown
17-063656,Unknown,Unknown,Male
17-063664,Unknown,White,Male
17-063674,Black,Black,Female
17-063676,Unknown,Unknown,Unknown
17-063677,Unknown,Unknown,Unknown
17-063678,Unknown,White,Male
17-063680,Unknown,Black,Female
17-063688,Unknown,Native American,Male
17-063700,Latino,Latino,Male
17-063702,Unknown,Unknown,Unknown
17-063707,Unknown,Latino,Male
17-063711,Unknown,Black,Male
17-063716,NA,NA,NA
17-063724,Unknown,White,Female
17-063725,Unknown,White,Female
17-063728,NA,NA,NA
17-063731,Unknown,Black,Male
17-063734,Unknown,White,Male
17-063744,Unknown,Unknown,Unknown
17-063747,Unknown,White,Female
17-063766,Black,Black,Male
17-063770,Unknown,White,Male
17-063774,Unknown,East African,Male
17-063780,Unknown,Black,Female
17-063786,NA,NA,NA
17-063790,Unknown,Black,Male
17-063796,Unknown,Native American,Male
17-063797,Unknown,White,Male
17-063815,Black,Black,Male
17-063829,Unknown,Black,Male
17-063830,Black,Black,Male
17-063850,Black,Black,Male
17-063870,Black,Black,Male
17-063871,Unknown,Unknown,Unknown
17-063875,Unknown,Other,Male
17-063890,Unknown,Black,Female
17-063891,Unknown,Other,Male
17-063893,Unknown,Unknown,Unknown
17-063895,Native American,White,Male
17-063917,Unknown,White,Male
17-063920,Unknown,Black,Male
17-063922,NA,NA,NA
17-063937,Unknown,Asian,Male
17-063938,Unknown,Latino,Male
17-063948,Unknown,Black,Female
17-063952,Unknown,White,Male
17-063956,NA,NA,NA
17-063966,Unknown,Black,Female
17-063969,Unknown,Black,Female
17-063979,Unknown,White,Male
17-063982,Unknown,Latino,Female
17-063987,Black,Black,Male
17-063995,Unknown,Unknown,Unknown
17-063998,Other,Other,Male
17-064012,Unknown,Black,Male
17-064014,Unknown,Black,Male
17-064019,Latino,Latino,Female
17-064021,Unknown,White,Female
17-064022,Latino,Latino,Male
17-064025,Unknown,Latino,Male
17-064027,Black,Black,Female
17-064029,White,White,Male
17-064032,White,White,Male
17-064033,Unknown,Unknown,Male
17-064036,White,White,Male
17-064052,White,Unknown,Unknown
17-064049,Unknown,White,Male
17-064050,White,White,Male
17-064054,NA,NA,NA
17-064055,White,White,Female
17-064061,White,White,Male
17-064063,Unknown,Black,Female
17-064064,White,White,Female
17-064066,NA,NA,NA
17-064071,White,White,Male
17-064076,Unknown,Black,Female
17-064079,White,White,Female
17-064081,Black,Black,Male
17-064084,White,White,Female
17-064085,Unknown,Unknown,Unknown
17-064089,Black,Black,Female
17-064100,White,White,Female
17-064107,NA,NA,NA
17-064124,Unknown,Unknown,Unknown
17-064128,NA,NA,NA
17-064129,Black,Unknown,Unknown
17-064136,Unknown,White,Female
17-064154,Unknown,Native American,Male
17-064156,Unknown,Other,Female
17-064159,Other,Native American,Male
17-064164,Black,Black,Male
17-064223,White,White,Female
17-064228,Unknown,Unknown,Unknown
17-064232,Black,Black,Female
17-064240,Unknown,White,Female
17-064255,NA,NA,NA
17-064273,Unknown,Unknown,Unknown
17-064274,Unknown,White,Female
17-064282,White,White,Male
17-064285,Unknown,Unknown,Unknown
17-064288,White,White,Female
17-064293,White,White,Female
17-064298,White,White,Female
17-064302,NA,NA,NA
17-064306,Unknown,White,Male
17-064313,Black,Black,Male
17-064316,White,White,Female
17-064328,White,White,Female
17-064329,White,White,Female
17-064330,Unknown,White,Male
17-064331,Black,Unknown,Male
17-064335,Unknown,Black,Male
17-064337,White,Unknown,Male
17-064346,White,White,Female
17-064353,White,White,Female
17-064364,White,White,Male
17-064370,White,White,Male
17-064371,Unknown,Black,Female
17-064375,Unknown,White,Female
17-064378,Black,Black,Male
17-064380,Unknown,Other,Male
17-064399,Unknown,White,Female
17-064402,Black,Unknown,Male
17-064405,Unknown,White,Male
17-064413,Unknown,Other,Male
17-064424,Black,Black,Male
17-064428,Unknown,Unknown,Unknown
17-064443,Unknown,Unknown,Unknown
17-064445,Unknown,White,Female
17-064449,Unknown,White,Male
17-064475,Black,Black,Male
17-064503,Unknown,Black,Female
17-064519,Black,Black,Male
17-064522,Unknown,White,Female
17-064526,Unknown,Black,Male
17-064533,Black,Black,Female
17-064544,White,White,Female
17-064554,Unknown,White,Female
17-064555,White,White,Male
17-064576,Unknown,Native American,Male
17-064577,Black,Black,Male
17-064579,Unknown,Black,Male
17-064585,Unknown,White,Male
17-064590,Unknown,Black,Male
17-064599,Unknown,White,Male
17-064612,Black,Black,Male
17-064650,NA,NA,NA
17-064654,Unknown,Black,Male
17-064665,NA,NA,NA
17-064666,White,Asian,Male
17-064687,Unknown,Black,Male
17-064702,Unknown,White,Male
17-064718,Unknown,White,Male
17-064719,White,White,Male
17-064730,Black,Black,Male
17-064744,Unknown,Black,Male
17-064746,Unknown,Native American,Female
17-064758,Unknown,East African,Male
17-064760,Unknown,Other,Male
17-064764,Unknown,Black,Male
17-064767,NA,NA,NA
17-064801,NA,NA,NA
17-064803,Other,Other,Male
17-064815,Black,Black,Female
17-064818,Black,Black,Male
17-064825,Unknown,White,Female
17-064833,Unknown,Black,Male
17-064865,Unknown,White,Female
17-064868,Unknown,White,Male
17-064879,Unknown,White,Female
17-064893,Unknown,Asian,Male
17-064894,Unknown,East African,Male
17-064896,White,White,Female
17-064916,Unknown,White,Male
17-064928,Unknown,White,Female
17-064935,Unknown,Unknown,Unknown
17-064941,Unknown,White,Male
17-064957,Native American,Native American,Male
17-064958,Unknown,Other,Female
17-064966,Black,Black,Male
17-064968,Unknown,Black,Female
17-064988,White,White,Male
17-064993,Black,Unknown,Unknown
17-064995,Unknown,East African,Female
17-064996,NA,NA,NA
17-064997,Unknown,White,Male
17-064998,NA,NA,NA
17-065001,Unknown,Other,Male
17-065040,Unknown,White,Female
17-065044,Unknown,Black,Male
17-065046,NA,NA,NA
17-065060,Unknown,Black,Male
17-065075,NA,NA,NA
17-065096,Unknown,Black,Female
17-065118,Unknown,Unknown,Unknown
17-065120,Unknown,East African,Male
17-065140,Unknown,Black,Male
17-065152,Black,Black,Male
17-065155,Unknown,Black,Male
17-065158,NA,NA,NA
17-065171,East African,East African,Male
17-065196,Unknown,White,Male
17-065200,Unknown,Black,Female
17-065220,Unknown,White,Male
17-065221,Unknown,White,Male
17-065222,Unknown,Black,Male
17-065240,Unknown,Black,Male
17-065245,NA,NA,NA
17-065252,Unknown,Native American,Male
17-065260,Unknown,Unknown,Unknown
17-065261,Unknown,Unknown,Unknown
17-065265,Black,Black,Female
17-065287,Unknown,Unknown,Unknown
17-065296,NA,NA,NA
17-065297,Unknown,Black,Male
17-065298,Unknown,Black,Male
17-065302,Unknown,Unknown,Unknown
17-065303,Unknown,Black,Male
17-065328,Unknown,Black,Male
17-065357,Unknown,White,Female
17-065375,Unknown,White,Female
17-065393,White,White,Male
17-065400,Black,Unknown,Male
17-065404,White,Unknown,Unknown
17-065413,NA,NA,NA
17-065424,Unknown,White,Male
17-065434,White,White,Male
17-065450,Unknown,Unknown,Male
17-065462,Black,Black,Male
17-065465,Black,Black,Male
17-065467,Other,Black,Female
17-065469,Unknown,Black,Male
17-065470,Unknown,Black,Male
17-065474,Black,Black,Male
17-065481,White,White,Female
17-065484,NA,NA,NA
17-065487,Black,Black,Male
17-065496,Unknown,Unknown,Unknown
17-065497,White,White,Female
17-065499,Unknown,White,Male
17-065520,Black,Black,Male
17-065530,Unknown,Black,Female
17-065538,Unknown,Black,Male
17-065564,NA,NA,NA
17-065574,Unknown,Unknown,Unknown
17-065583,Unknown,White,Female
17-065587,Black,Black,Female
17-065597,Unknown,Unknown,Unknown
17-065601,Unknown,White,Female
17-065621,Unknown,Black,Male
17-065623,Black,Black,Female
17-065626,Other,Other,Male
17-065631,Unknown,Black,Male
17-065636,NA,NA,NA
17-065641,Unknown,Unknown,Unknown
17-065648,White,White,Female
17-065652,White,White,Male
17-065659,White,White,Male
17-065670,Unknown,Unknown,Unknown
17-065669,NA,NA,NA
17-065675,Black,Black,Male
17-065682,White,Latino,Male
17-065687,Unknown,Black,Male
17-065688,White,White,Female
17-065693,White,White,Female
17-065700,White,White,Male
17-065705,White,White,Male
17-065712,Unknown,Unknown,Unknown
17-065713,Unknown,Black,Male
17-065726,Unknown,Black,Female
17-065736,NA,NA,NA
17-065772,Unknown,Black,Female
17-065781,Unknown,Black,Male
17-065792,Unknown,Black,Male
17-065797,Unknown,Latino,Female
17-065798,White,White,Male
17-065810,Unknown,Other,Male
17-065813,White,White,Female
17-065819,Unknown,Other,Female
17-065834,Unknown,Other,Male
17-065835,Unknown,Black,Male
17-065836,Unknown,Unknown,Unknown
17-065850,NA,NA,NA
17-065880,Unknown,Unknown,Unknown
17-065888,Unknown,Black,Male
17-065899,Asian,Asian,Male
17-065905,Unknown,Black,Male
17-065910,Unknown,Black,Male
17-065919,Unknown,Black,Female
17-065929,Unknown,Unknown,Unknown
17-065934,Unknown,Unknown,Unknown
17-065937,Unknown,Unknown,Unknown
17-065939,Unknown,Black,Male
17-065954,Unknown,Unknown,Unknown
17-065955,Unknown,Asian,Male
17-065972,White,Unknown,Unknown
17-065974,Unknown,Unknown,Unknown
17-065977,NA,NA,NA
17-065986,Unknown,Unknown,Unknown
17-065989,Unknown,Unknown,Unknown
17-066019,Black,White,Female
17-066030,Unknown,Unknown,Unknown
17-066034,Black,Black,Male
17-066035,Black,Black,Male
17-066051,Unknown,East African,Male
17-066061,White,White,Male
17-066062,Unknown,Black,Male
17-066065,Unknown,Unknown,Unknown
17-066067,NA,NA,NA
17-066079,Unknown,Black,Female
17-066110,NA,NA,NA
17-066120,NA,NA,NA
17-066122,Unknown,East African,Male
17-066127,Unknown,Unknown,Unknown
17-066141,NA,NA,NA
17-066158,Unknown,Asian,Female
17-066168,White,White,Male
17-066174,NA,NA,NA
17-066175,Unknown,Black,Male
17-066185,Unknown,White,Female
17-066188,Unknown,Other,Female
17-066202,Unknown,Black,Female
17-066205,NA,NA,NA
17-066221,Unknown,Unknown,Female
17-066228,NA,NA,NA
17-066242,NA,NA,NA
17-066254,Unknown,Latino,Male
17-066257,NA,NA,NA
17-066258,Unknown,Black,Male
17-066263,NA,NA,NA
17-066269,Unknown,White,Male
17-066273,Unknown,Black,Female
17-066284,Unknown,White,Female
17-066285,Unknown,Black,Female
17-066291,Unknown,East African,Male
17-066296,Black,Black,Male
17-066301,Unknown,Black,Male
17-066308,Black,Black,Male
17-066312,Unknown,Other,Male
17-066315,NA,NA,NA
17-066328,Unknown,White,Male
17-066330,Unknown,Other,Male
17-066334,Unknown,Other,Male
17-066341,Unknown,White,Male
17-066347,Unknown,Unknown,Male
17-066349,NA,NA,NA
17-066350,Unknown,Other,Female
17-066354,Unknown,Black,Male
17-066359,Unknown,Asian,Female
17-066360,Unknown,Black,Female
17-066371,Unknown,Black,Male
17-066378,NA,NA,NA
17-066391,NA,NA,NA
17-066393,Black,Black,Male
17-066400,Unknown,White,Female
17-066402,Unknown,Other,Male
17-066412,Unknown,Native American,Female
17-066425,Unknown,Black,Female
17-066426,Unknown,White,Female
17-066453,Unknown,Black,Male
17-066460,Unknown,Unknown,Unknown
17-066472,Unknown,White,Female
17-066477,Black,Black,Male
17-066484,Unknown,White,Male
17-066486,Unknown,Native American,Male
17-066488,Unknown,Unknown,Unknown
17-066494,Unknown,Black,Male
17-066496,Unknown,Black,Male
17-066508,Unknown,White,Male
17-066514,Unknown,Black,Male
17-066522,White,White,Female
17-066530,Unknown,Black,Male
17-066545,White,White,Female
17-066559,Unknown,Black,Male
17-066564,White,White,Male
17-066568,Unknown,Black,Male
17-066572,Unknown,Native American,Male
17-066573,Unknown,White,Male
17-066575,Unknown,Black,Male
17-066576,Unknown,Unknown,Male
17-066577,Unknown,White,Male
17-066582,Unknown,Unknown,Male
17-066583,Unknown,White,Male
17-066584,Unknown,Native American,Female
17-066588,Unknown,White,Male
17-066593,NA,NA,NA
17-066599,Unknown,Unknown,Unknown
17-066600,Black,Black,Male
17-066608,Unknown,East African,Male
17-066631,Unknown,Black,Female
17-066638,NA,NA,NA
17-066641,Unknown,Unknown,Unknown
17-066649,Unknown,Unknown,Unknown
17-066650,Black,Black,Male
17-066656,Unknown,Unknown,Unknown
17-066657,Black,Unknown,Male
17-066667,NA,NA,NA
17-066668,White,White,Male
17-066673,White,White,Male
17-066678,White,White,Male
17-066679,NA,NA,NA
17-066680,Unknown,White,Male
17-066682,White,Other,Male
17-066684,White,White,Female
17-066685,Unknown,White,Male
17-066688,Unknown,Unknown,Unknown
17-066689,White,White,Female
17-066691,NA,NA,NA
17-066692,White,White,Male
17-066697,White,White,Female
17-066705,White,Other,Female
17-066709,White,White,Female
17-066711,Unknown,Unknown,Unknown
17-066713,White,White,Male
17-066714,White,White,Female
17-066718,White,White,Female
17-066719,Black,Black,Male
17-066722,White,White,Male
17-066741,NA,NA,NA
17-066750,NA,NA,NA
17-066771,Unknown,Black,Male
17-066778,Black,Black,Male
17-066790,Unknown,White,Male
17-066793,Unknown,Unknown,Unknown
17-066811,White,White,Female
17-066817,White,White,Male
17-066821,White,White,Male
17-066827,White,White,Female
17-066840,Black,Black,Female
17-066845,NA,NA,NA
17-066848,White,White,Male
17-066860,White,White,Male
17-066872,Unknown,Unknown,Unknown
17-066876,White,Black,Male
17-066878,White,White,Male
17-066886,Unknown,Black,Male
17-066898,Unknown,Black,Female
17-066902,Unknown,Unknown,Unknown
17-066905,Black,Black,Male
17-066940,Black,Black,Male
17-066954,White,White,Male
17-066960,Unknown,Black,Male
17-066961,Unknown,Black,Male
17-066979,NA,NA,NA
17-067005,White,Unknown,Male
17-067010,NA,NA,NA
17-067020,NA,NA,NA
17-067024,Unknown,White,Male
17-067033,NA,NA,NA
17-067045,NA,NA,NA
17-067078,Unknown,Latino,Male
17-067102,NA,NA,NA
17-067109,White,White,Male
17-067115,Unknown,White,Female
17-067127,Unknown,East African,Male
17-067137,NA,NA,NA
17-067149,Unknown,Black,Male
17-067157,Black,Black,Male
17-067161,Latino,Latino,Male
17-067169,Unknown,Unknown,Unknown
17-067171,Unknown,Unknown,Unknown
17-067178,White,White,Female
17-067202,White,White,Male
17-067204,Native American,Native American,Male
17-067207,Unknown,Black,Female
17-067209,Black,Black,Female
17-067224,Unknown,Unknown,Unknown
17-067227,NA,NA,NA
17-067247,White,White,Male
17-067248,Black,Unknown,Male
17-067250,Black,Black,Male
17-067252,Unknown,White,Female
17-067258,Unknown,White,Female
17-067280,White,White,Male
17-067283,Black,Black,Male
17-067287,Unknown,Other,Female
17-067299,Unknown,White,Female
17-067301,Black,Black,Male
17-067315,Black,Black,Male
17-067313,White,White,Male
17-067317,Unknown,Black,Male
17-067319,NA,NA,NA
17-067321,Black,Black,Male
17-067322,White,White,Female
17-067333,Unknown,East African,Female
17-067335,White,White,Male
17-067338,Unknown,Unknown,Unknown
17-067353,Unknown,Unknown,Unknown
17-067369,Unknown,Black,Female
17-067375,Unknown,Native American,Female
17-067394,NA,NA,NA
17-067398,White,White,Male
17-067409,Black,Black,Male
17-067428,Unknown,White,Male
17-067431,NA,NA,NA
17-067436,Unknown,Black,Male
17-067455,Unknown,White,Female
17-067482,Unknown,Unknown,Unknown
17-067511,Unknown,White,Female
17-067516,Unknown,Black,Male
17-067521,Unknown,White,Unknown
17-067526,NA,NA,NA
17-067535,Black,Black,Male
17-067537,Unknown,Unknown,Unknown
17-067553,Unknown,Black,Male
17-067594,Unknown,Unknown,Unknown
17-067602,Unknown,Unknown,Unknown
17-067604,Unknown,White,Male
17-067621,Unknown,Black,Female
17-067627,Unknown,Black,Female
17-067641,Unknown,White,Male
17-067650,NA,NA,NA
17-067653,Black,Black,Male
17-067654,Black,Black,Female
17-067656,Unknown,Latino,Male
17-067658,Unknown,Unknown,Unknown
17-067677,Unknown,Black,Male
17-067683,Unknown,White,Male
17-067687,Unknown,Other,Male
17-067702,NA,NA,NA
17-067721,Unknown,Other,Male
17-067724,Unknown,East African,Male
17-067729,Unknown,White,Male
17-067744,Black,Black,Male
17-067745,NA,NA,NA
17-067759,Black,Black,Male
17-067762,Black,Black,Male
17-067763,NA,NA,NA
17-067768,Black,Black,Male
17-067791,NA,NA,NA
17-067796,NA,NA,NA
17-067807,Unknown,Unknown,Unknown
17-067819,NA,NA,NA
17-067859,NA,NA,NA
17-067874,Unknown,White,Male
17-067881,Latino,Latino,Male
17-067882,Unknown,Unknown,Unknown
17-067888,Unknown,Unknown,Unknown
17-067894,Unknown,Unknown,Female
17-067907,Unknown,Latino,Female
17-067913,Black,Black,Male
17-067932,Unknown,White,Female
17-067937,Unknown,Unknown,Unknown
17-067954,Unknown,White,Female
17-067956,NA,NA,NA
17-067971,Unknown,Black,Unknown
17-067987,Unknown,White,Female
17-067999,Unknown,Black,Male
17-068001,Unknown,East African,Male
17-068002,Black,Black,Male
17-068008,Unknown,Unknown,Unknown
17-068012,Unknown,Latino,Male
17-068052,Black,Black,Male
17-068055,White,White,Male
17-068061,Black,Black,Female
17-068068,White,White,Male
17-068070,Unknown,Black,Male
17-068089,White,White,Male
17-068093,Unknown,Unknown,Female
17-068096,Unknown,White,Female
17-068102,White,White,Female
17-068112,Unknown,White,Female
17-068118,Unknown,Black,Male
17-068120,Unknown,Black,Male
17-068122,Black,Black,Female
17-068125,White,Unknown,Female
17-068135,White,White,Male
17-068136,NA,NA,NA
17-068144,East African,East African,Male
17-068149,Native American,Native American,Female
17-068150,Unknown,Unknown,Unknown
17-068153,NA,NA,NA
17-068157,Unknown,Native American,Female
17-068162,Black,Unknown,Male
17-068174,Unknown,White,Male
17-068180,Unknown,Black,Male
17-068185,Unknown,Unknown,Unknown
17-068209,Unknown,White,Female
17-068230,Black,Black,Male
17-068233,Unknown,Latino,Male
17-068238,Unknown,White,Male
17-068248,Unknown,Unknown,Unknown
17-068252,Unknown,Unknown,Unknown
17-068272,Black,Black,Male
17-068280,Black,Unknown,Male
17-068295,Unknown,Unknown,Unknown
17-068296,NA,NA,NA
17-068298,Unknown,Black,Male
17-068312,Unknown,Black,Female
17-068327,Unknown,Black,Male
17-068330,White,White,Male
17-068342,Unknown,Unknown,Unknown
17-068356,Unknown,Unknown,Unknown
17-068379,Unknown,Unknown,Unknown
17-068385,Unknown,Black,Male
17-068390,Unknown,White,Male
17-068395,Unknown,Unknown,Unknown
17-068411,Unknown,Black,Male
17-068413,Unknown,Asian,Male
17-068419,Unknown,Black,Male
17-068422,NA,NA,NA
17-068429,NA,NA,NA
17-068468,NA,NA,NA
17-068472,Unknown,Unknown,Unknown
17-068510,NA,NA,NA
17-068515,Unknown,Black,Female
17-068516,Unknown,Unknown,Unknown
17-068533,Unknown,Latino,Female
17-068548,Unknown,Unknown,Unknown
17-068551,Unknown,East African,Female
17-068554,Unknown,Other,Female
17-068555,White,White,Male
17-068579,Unknown,Native American,Female
17-068582,Black,Black,Male
17-068583,Unknown,East African,Male
17-068584,Unknown,White,Female
17-068590,NA,NA,NA
17-068593,Unknown,Latino,Female
17-068594,Unknown,Unknown,Unknown
17-068602,Black,Black,Male
17-068604,Unknown,Black,Female
17-068618,White,Unknown,Unknown
17-068634,NA,NA,NA
17-068648,Unknown,White,Male
17-068660,Unknown,Unknown,Unknown
17-068662,Unknown,Asian,Male
17-068664,Black,Black,Female
17-068668,NA,NA,NA
17-068680,Unknown,Black,Male
17-068682,Unknown,Black,Male
17-068690,Unknown,Black,Male
17-068695,Unknown,Unknown,Unknown
17-068724,Unknown,Latino,Male
17-068725,NA,NA,NA
17-068744,Unknown,Black,Female
17-068752,Black,Black,Male
17-068761,Black,Black,Male
17-068762,Unknown,Black,Male
17-068766,Native American,Native American,Female
17-068773,White,White,Male
17-068775,Unknown,East African,Male
17-068777,Unknown,Black,Male
17-068778,Unknown,Black,Male
17-068781,Unknown,Black,Male
17-068782,Unknown,White,Male
17-068797,Unknown,Black,Male
17-068798,White,White,Male
17-068812,Unknown,White,Female
17-068814,Unknown,White,Male
17-068816,Unknown,Black,Male
17-068817,Unknown,Other,Female
17-068822,Unknown,White,Male
17-068825,Unknown,East African,Female
17-068827,Unknown,White,Male
17-068841,Unknown,Black,Female
17-068845,Unknown,White,Female
17-068848,Unknown,Unknown,Unknown
17-068862,Unknown,Black,Female
17-068863,Unknown,Unknown,Unknown
17-068865,Unknown,Unknown,Male
17-068872,Unknown,White,Male
17-068877,White,White,Male
17-068881,Unknown,Black,Male
17-068884,Unknown,Unknown,Unknown
17-068890,Unknown,White,Male
17-068894,NA,NA,NA
17-068912,Unknown,White,Male
17-068917,Unknown,White,Male
17-068925,Unknown,Unknown,Unknown
17-068933,Unknown,Black,Male
17-068937,Unknown,Other,Female
17-068954,Unknown,East African,Female
17-068958,White,White,Male
17-068961,Black,Unknown,Unknown
17-068960,Unknown,Black,Male
17-068974,White,White,Male
17-068983,Unknown,Unknown,Male
17-068987,Unknown,Black,Male
17-068988,Unknown,White,Male
17-069004,Unknown,Asian,Female
17-069011,Unknown,White,Male
17-069012,Unknown,East African,Male
17-069013,Black,Black,Male
17-069015,NA,NA,NA
17-069016,Unknown,White,Male
17-069027,Unknown,White,Male
17-069028,Unknown,Black,Male
17-069036,Unknown,White,Male
17-069038,NA,NA,NA
17-069042,Unknown,Black,Male
17-069045,Unknown,Black,Male
17-069050,Unknown,White,Male
17-069066,Black,Black,Female
17-069070,Unknown,Latino,Male
17-069074,Unknown,Unknown,Unknown
17-069083,Unknown,Unknown,Unknown
17-069084,Unknown,Black,Male
17-069085,Unknown,Unknown,Female
17-069087,Unknown,Unknown,Unknown
17-069089,White,White,Male
17-069091,Unknown,East African,Female
17-069093,White,White,Male
17-069097,Unknown,Black,Male
17-069103,Unknown,Unknown,Female
17-069106,Unknown,White,Female
17-069109,Unknown,Latino,Male
17-069113,NA,NA,NA
17-069117,White,White,Female
17-069118,NA,NA,NA
17-069122,Unknown,Unknown,Unknown
17-069123,Unknown,Black,Male
17-069124,Unknown,Black,Male
17-069127,Unknown,White,Male
17-069128,Unknown,Unknown,Unknown
17-069130,NA,NA,NA
17-069132,Unknown,Unknown,Unknown
17-069134,Unknown,White,Male
17-069135,Unknown,Unknown,Unknown
17-069138,Unknown,Native American,Male
17-069151,NA,NA,NA
17-069162,NA,NA,NA
17-069173,Unknown,Black,Male
17-069186,Unknown,Unknown,Unknown
17-069187,White,White,Male
17-069193,NA,NA,NA
17-069214,Unknown,Unknown,Unknown
17-069222,Unknown,Black,Male
17-069246,Unknown,Unknown,Unknown
17-069251,Unknown,Latino,Female
17-069279,Unknown,White,Female
17-069286,Unknown,Unknown,Unknown
17-069292,NA,NA,NA
17-069300,Unknown,Black,Male
17-069301,Unknown,Black,Male
17-069331,Unknown,Unknown,Female
17-069341,Black,Black,Female
17-069359,Unknown,East African,Male
17-069374,Unknown,White,Male
17-069382,Unknown,Black,Female
17-069384,Unknown,White,Male
17-069387,Unknown,White,Male
17-069391,Unknown,Black,Female
17-069399,Black,Black,Male
17-069409,Unknown,Latino,Male
17-069412,Unknown,White,Male
17-069413,Unknown,Unknown,Female
17-069429,Unknown,Unknown,Unknown
17-069430,Unknown,White,Male
17-069447,Unknown,White,Female
17-069477,Unknown,Unknown,Unknown
17-069491,Unknown,Unknown,Unknown
17-069494,NA,NA,NA
17-069506,Unknown,Unknown,Unknown
17-069507,Unknown,Latino,Female
17-069510,Unknown,Black,Female
17-069511,Unknown,Black,Female
17-069516,Black,Unknown,Male
17-069517,Black,Black,Male
17-069534,Unknown,Unknown,Unknown
17-069561,Black,Black,Female
17-069568,Latino,Latino,Male
17-069572,Unknown,Unknown,Unknown
17-069576,Unknown,Latino,Female
17-069579,Unknown,Unknown,Female
17-069586,Unknown,Black,Male
17-069587,NA,NA,NA
17-069589,Other,Black,Female
17-069598,Unknown,Black,Female
17-069601,Other,Other,Female
17-069607,Unknown,White,Male
17-069612,Unknown,White,Male
17-069615,Unknown,Black,Male
17-069616,Unknown,Unknown,Unknown
17-069620,Unknown,Black,Female
17-069623,Unknown,Unknown,Unknown
17-069625,Unknown,White,Male
17-069633,Unknown,White,Male
17-069637,Unknown,Latino,Male
17-069639,White,White,Male
17-069647,Unknown,White,Female
17-069666,Black,Other,Male
17-069683,Unknown,White,Female
17-069696,Unknown,White,Male
17-069708,Unknown,White,Male
17-069715,Black,Unknown,Male
17-069729,Unknown,Latino,Male
17-069748,Unknown,White,Female
17-069749,Unknown,Black,Male
17-069785,Unknown,East African,Male
17-069792,Unknown,White,Female
17-069797,Unknown,Black,Male
17-069800,Unknown,East African,Male
17-069807,Unknown,Latino,Female
17-069816,Unknown,White,Male
17-069829,Unknown,East African,Male
17-069838,Unknown,White,Female
17-069845,Unknown,Other,Male
17-069873,Unknown,White,Male
17-069892,Black,Unknown,Male
17-069894,Unknown,Black,Female
17-069900,Unknown,White,Male
17-069909,Unknown,Latino,Male
17-069910,Unknown,White,Female
17-069911,White,White,Male
17-069916,Unknown,Unknown,Unknown
17-069957,Unknown,Asian,Male
17-069974,White,White,Female
17-069976,Unknown,Black,Male
17-069987,Unknown,Black,Male
17-069999,Unknown,Unknown,Unknown
17-070011,Unknown,Native American,Male
17-070013,Unknown,Black,Male
17-070048,Unknown,Black,Male
17-070055,Unknown,White,Male
17-070068,Black,Black,Male
